repo_id,repo_slug,cell,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
dcf1fe15a769a73f61d999a3d91a21a3,solana-landing-rebuild-magic,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,Landing page rebuild suggests a personal or brand site project.,20,39,0.000430,2026-09-13T08:22:11Z
c70e93c987846e59c962ef5100479862,auto-elegance-net,Unclassified,kind,claude-sonnet-5,3,Generic or brand-style name,"Words 'auto', 'elegance', 'net' suggest branding without a clear purpose.",15,52,0.000550,2026-09-13T08:22:12Z
1cb8954be0dc0c83607643c29ad701de,educare-login-portal,Unclassified,kind,claude-sonnet-5,3,Learning and study,'educare' names education; login portal serves that domain.,14,34,0.000368,2026-09-13T08:22:12Z
c48e0ca2e8847253cb6953892e509493,divieight-a,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Name is opaque alphanumeric string with no purpose-bearing words.,12,42,0.000444,2026-09-13T08:22:13Z
02aa8a0fb8d2ff1bed01d15a2465ee63,marchemamelles,Unclassified,kind,claude-sonnet-5,3,Sport and outdoors,"""Marche"" (walk/hike) suggests outdoor walking activity",13,46,0.000486,2026-09-13T08:22:13Z
f38264cb3552a2316d7836699774fc3d,nsuk-portal-mimic-e793d32a,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Looks like a test/mimic project name with no clear purpose.,24,38,0.000428,2026-09-13T08:22:14Z
b097058c5bdd2eae7fa7b0d7947fbd11,9knowledge8,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Name lacks clear purpose words, just abstract numbers and 'knowledge'",14,46,0.000488,2026-09-13T08:22:15Z
d63b1ed46f2da88cc26a7cbcd8f8fadb,fixmymobile,Unclassified,kind,claude-sonnet-5,3,Business and clients,"Sounds like a repair company's brand site, no personal name given",13,37,0.000396,2026-09-13T08:22:15Z
6ed2f3d2cffbb78897d8fd38271aa4eb,desk-dash-explorer,Trackers and dashboards,kind,claude-sonnet-5,3,Trackers and dashboards,"""dash"" and ""explorer"" suggest a dashboard exploration tool",16,50,0.000532,2026-09-13T08:22:15Z
224cbf7cf8976fdc5c4fa02effe5c236,nextcafexr,Unclassified,kind,claude-sonnet-5,3,Food and drink,"Contains 'cafe', naming a coffee shop or restaurant purpose.",13,44,0.000466,2026-09-13T08:22:16Z
7da99906f5df7e3b8ee1e8ca0cf07bcf,govcare-queue,Unclassified,kind,claude-sonnet-5,3,Business and clients,"Government-service queue system, an organizational/client-service tool, no personal purpose named",23,44,0.000486,2026-09-13T08:22:17Z
0553700b986b0570c646a2e3e7e64ba5,majeed-s-medicine,Health and fitness,kind,claude-sonnet-5,3,Health and fitness,"Contains word 'medicine', indicating health-related purpose.",16,38,0.000412,2026-09-13T08:22:17Z
703d97f7e101f41c96cb51fd2694728c,future-forge,Generic or brand-style name,kind,claude-sonnet-5,3,Generic or brand-style name,"Builder vocabulary ('forge','future') with no clear purpose named.",11,45,0.000472,2026-09-13T08:22:17Z
fc1a67e901aa2bbba74e80f85d4c8838,techno-a-thon-website2,Site and portfolio,kind,claude-sonnet-5,3,Community and events,"""a-thon"" suggests an event (hackathon-style), website for it.",17,42,0.000454,2026-09-13T08:22:17Z
7142fe44497a800b537a52fa9c14175d,degen-web-builder,Unclassified,kind,claude-sonnet-5,3,Utilities and converters,"Web builder tool is a generic building utility, no clear domain purpose stated.",14,44,0.000468,2026-09-13T08:22:18Z
6424e8429c77a2aaa717b4415fb00f1f,krushi-connect,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"""krushi-connect"" is ambiguous; unclear domain word, no clear purpose stated.",13,51,0.000536,2026-09-13T08:22:19Z
cf7214897401fb6cd8fdb5960da1716c,skill-link-dashboard,Trackers and dashboards,kind,claude-sonnet-5,3,Trackers and dashboards,Named as a dashboard; 'skill-link' modifies but 'dashboard' decides purpose.,16,55,0.000582,2026-09-13T08:22:19Z
268ff027d77359c4a5b7fb8263d23954,trading-journal,Planning and productivity,kind,claude-sonnet-5,3,Money and admin,"Trading journal names financial trading records, a finance-related tool",12,38,0.000404,2026-09-13T08:22:20Z
a1d007895239e2f8837e40ccc78716f9,[owner].github.io,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Generic default repo name and vague title carry no purpose.,21,36,0.000402,2026-09-13T08:22:20Z
47a15c90f2ed1341334377b0fb88051d,loanberry,Unclassified,kind,claude-sonnet-5,3,Money and admin,"'Loan' names a financial product, deciding the family.",11,34,0.000362,2026-09-13T08:22:21Z
7614ef410278033e532eb8849f5bd9c6,geo-snap-pro,Unclassified,kind,claude-sonnet-5,3,Utilities and converters,"Snap suggests a scanner/capture tool; pro is generic builder suffix, no domain word.",15,51,0.000540,2026-09-13T08:22:21Z
0d7608514fcaa7ea479611e8d8d02b88,urutal-front,Unclassified,kind,claude-sonnet-5,3,Cannot tell,No meaningful English words; appears to be a generic frontend project name.,12,39,0.000414,2026-09-13T08:22:22Z
0a681234f31fcf173c51d2f2473ebc4f,pennyetracker-06-782c704f,Unclassified,kind,claude-sonnet-5,3,Trackers and dashboards,"Name contains 'tracker', indicating a tracking tool, likely finance-related.",20,48,0.000520,2026-09-13T08:22:22Z
c2e26fdab56385023774acf2a8f1f973,med-secure-mind,Health and fitness,kind,claude-sonnet-5,3,Health and fitness,'med' and 'mind' indicate medical and mental health focus,14,39,0.000418,2026-09-13T08:22:22Z
e4e9724c013968429afda81b18b373e9,serviplus-evolve,Unclassified,kind,claude-sonnet-5,3,Business and clients,"""Servi"" (service) and ""plus"" suggest a company/service brand site.",15,46,0.000490,2026-09-13T08:22:22Z
0c37f1e7c87e8e1d838a5976f40fa1fa,basementwaterremovalvailco,Unclassified,kind,claude-sonnet-5,3,Property and home,Basement water removal is a home/property repair service.,46,32,0.000412,2026-09-13T08:22:23Z
2d16aa28b43a29548acb906743380ad6,roflof-animated-luxury,Unclassified,kind,claude-sonnet-5,3,Creative and media,"""Animated"" and ""luxury"" suggest design or visual media project.",17,42,0.000454,2026-09-13T08:22:24Z
cab174a529f8ffdc4ecc233031ac0703,authencom-platform-main,Unclassified,kind,claude-sonnet-5,3,Business and clients,"""platform"" for a brand-like name suggests a company or business site.",15,39,0.000420,2026-09-13T08:22:24Z
06df939d4beda82217c6d2260af5b642,cam-vision-watch,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Ambiguous words 'cam-vision-watch' don't clearly name a purpose or domain.,15,50,0.000530,2026-09-13T08:22:24Z
cda19f3de4a36ebd56fd98973dba8cae,artisan-threads,Creative and media,kind,claude-sonnet-5,3,Beauty and fashion,"""Threads"" refers to clothing/fashion, indicating fashion-related purpose.",13,51,0.000536,2026-09-13T08:22:25Z
299f53165cd34224bc65e0b5ea275ca4,docu-assist-main,Unclassified,kind,claude-sonnet-5,3,AI and chatbots,"'Assist' names an assistant product, docu suggests document assistant tool.",14,43,0.000458,2026-09-13T08:22:26Z
5f09e0a8a1c47359f91561094d39441a,jambo-auto-care,Health and fitness,kind,claude-sonnet-5,3,Logistics and transport,"'Auto' and 'care' suggest vehicle maintenance service, related to transport",15,47,0.000500,2026-09-13T08:22:26Z
e2e54d373dba56e1c71eb29a0e6706ad,beleza-agora-online-57,Unclassified,kind,claude-sonnet-5,3,Beauty and fashion,Contains 'beleza' (beauty) indicating a beauty-related service.,17,45,0.000484,2026-09-13T08:22:26Z
aae0f3f455256943c9adf91f3eb88729,businesscard-templates,Unclassified,kind,claude-sonnet-5,3,Creative and media,Templates for business cards suggest design/creative document templates,14,35,0.000378,2026-09-13T08:22:27Z
11321bd1ecc6fd31623dceaba5d1ae5d,story-spark-excel-flow,Creative and media,kind,claude-sonnet-5,3,Creative and media,"""story"" and ""spark"" indicate story creation, a creative media tool.",17,44,0.000474,2026-09-13T08:22:27Z
574a7205c0e902e92a1a9ec5d43e07d7,tech-news-daily,News and information,kind,claude-sonnet-5,3,News and information,Words 'news' and 'daily' indicate a news publication.,14,36,0.000388,2026-09-13T08:22:28Z
edb32e031bc7fbd5c7c4277c803efc3f,tech-founder-showcase,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,'Founder-showcase' suggests personal portfolio site highlighting a tech founder's work.,16,50,0.000532,2026-09-13T08:22:28Z
20bcd959f7f67eda8a42a37a053d1d68,design-to-angular-spark,Creative and media,kind,claude-sonnet-5,3,Creative and media,"Design word, plus Angular framework tool, indicates a design-to-code creative tool.",16,45,0.000482,2026-09-13T08:22:29Z
af2e4dd1ab93985f62bfa1fb85e902e2,trust-skill-connect,Unclassified,kind,claude-sonnet-5,3,Jobs and careers,'Skill' and 'connect' suggest matching people to jobs or skills.,15,44,0.000470,2026-09-13T08:22:29Z
cbf9b30c2cdf5f512942da406f79c756,iksweb,Unclassified,kind,claude-sonnet-5,3,Cannot tell,No meaningful English or translatable words indicating purpose.,11,36,0.000382,2026-09-13T08:22:30Z
2b82e3e3c6f66d4ca095d4b2ff00163d,bh-bh-687e4999,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Random alphanumeric string, no meaningful words indicating purpose.",17,41,0.000444,2026-09-13T08:22:30Z
d9951e2f80f954cfdf6c7dc72a7c8b31,botkit-chat-assistant,AI and chatbots,kind,claude-sonnet-5,3,AI and chatbots,"Words 'bot', 'chat', and 'assistant' name a chatbot product itself.",17,49,0.000524,2026-09-13T08:22:30Z
efd59412494915c2ff12b46414efe35c,generator-loto-649,Utilities and converters,kind,claude-sonnet-5,3,Games and toys,Lotto (loto-649) is a lottery game; generator suggests numbers for it.,14,45,0.000478,2026-09-13T08:22:31Z
e7d758f0a548546a6f914e5d63a4a7a6,houston-build-hub,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Generic builder words with no clear domain purpose stated.,14,36,0.000388,2026-09-13T08:22:31Z
1140b267d6002b01b7731401f777c2a8,signal-wise-observer,Unclassified,kind,claude-sonnet-5,3,Trackers and dashboards,Words 'signal' and 'observer' suggest monitoring or tracking behavior.,15,49,0.000520,2026-09-13T08:22:31Z
5c77c49d2cfb20bf231d86b5b2608da4,app-hub-central-27e5ce06,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Generic builder words with random suffix, no purpose named",20,36,0.000400,2026-09-13T08:22:32Z
3b793d28c4600bfa65730d29c8613e8a,gestion,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"""gestion"" (management) is too generic, no domain specified",10,39,0.000410,2026-09-13T08:22:33Z
9b0dd5e7f68b46e44d978c55782c4501,manor-tea-website,Site and portfolio,kind,claude-sonnet-5,3,Food and drink,"'Tea' names a drink, and 'website' is a company/product site.",14,39,0.000418,2026-09-13T08:22:33Z
21e609e2f4643ee2023878a06af13fd7,public-health-page-spark,Health and fitness,kind,claude-sonnet-5,3,Health and fitness,Contains 'public-health' naming the domain purpose directly.,15,38,0.000410,2026-09-13T08:22:33Z
6868ae779777f03ad0f59a0262a90553,smarthabit,Unclassified,kind,claude-sonnet-5,3,Planning and productivity,"Word 'habit' indicates habit tracking, a productivity purpose.",12,43,0.000454,2026-09-13T08:22:34Z
70b90752de653d2f9a0de2630fe2f892,accountsv3,Unclassified,kind,claude-sonnet-5,3,Money and admin,"""accounts"" indicates financial or admin management purpose",12,37,0.000394,2026-09-13T08:22:34Z
205adc873e79f65f922be59718e226e9,manegement-oceano-azul-18,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Generic project codename, no clear domain words indicating purpose.",19,38,0.000418,2026-09-13T08:22:34Z
8b0eb86ac6fe6da97330fb51c809ed6c,future-flow-insights,Trackers and dashboards,kind,claude-sonnet-5,3,Trackers and dashboards,"Contains 'insights', suggesting analytics or dashboard-style software.",14,46,0.000488,2026-09-13T08:22:36Z
d84331971e9bc21d61aaccc2ab42c8cb,topuniversityterritian,Unclassified,kind,claude-sonnet-5,3,Learning and study,"Contains 'university', naming an educational institution.",15,33,0.000360,2026-09-13T08:22:36Z
ec7444f27c76983dbf0307b9ff055217,resource-ai,AI and chatbots,kind,claude-sonnet-5,3,Cannot tell,"'resource-ai' is too vague, no clear domain word specified.",12,39,0.000414,2026-09-13T08:22:36Z
3a604f92c4f6c846583ec1124eb9138d,sweet-dashboard-pro,Trackers and dashboards,kind,claude-sonnet-5,3,Food and drink,"Page title names artisan bakery and pastry, a food business",47,36,0.000454,2026-09-13T08:22:36Z
fbfb0ebc56fbd4cfe040c3e23b200f35,bruh-check-in-buddy,Unclassified,kind,claude-sonnet-5,3,Community and events,"""check-in buddy"" suggests social/community interaction between people",18,38,0.000416,2026-09-13T08:22:37Z
074597c3ba59c99e42463aebfddba44a,aqua-wise-quest,Unclassified,kind,claude-sonnet-5,3,Games and toys,"""Quest"" suggests a game-like adventure; unclear domain otherwise.",16,45,0.000482,2026-09-13T08:22:37Z
141f5db4d8387bac295a45b9b12e6324,recipe_finder_web_application,Food and drink,kind,claude-sonnet-5,3,Food and drink,"""recipe"" names a food-related purpose",17,33,0.000364,2026-09-13T08:22:37Z
13b84e36af484333e1411c72d5edc0f3,brise-smart-control,Creative and media,kind,claude-sonnet-5,3,Utilities and converters,"""smart-control"" suggests a control/automation utility tool, no specific domain named.",14,48,0.000508,2026-09-13T08:22:38Z
3366c97a7757eef0ae5f131580cc2996,portifolio[owner],Unclassified,kind,claude-sonnet-5,3,Site and portfolio,Word 'portfolio' names a personal portfolio site.,15,39,0.000420,2026-09-13T08:22:38Z
10616722baef0e5b9c35a1ca54e960b3,real-estate-clone,Property and home,kind,claude-sonnet-5,3,Property and home,"Name explicitly says real-estate, denoting property domain.",14,35,0.000378,2026-09-13T08:22:39Z
e26654401c87e805a441a63f6b24e20d,hnoahcuts,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Name is an unclear string, no discernible purpose word.",14,36,0.000388,2026-09-13T08:22:39Z
d31939eba7a5f5cb50a363dc4b399957,ownapipannel,Unclassified,kind,claude-sonnet-5,3,Business and clients,'own api panel' suggests a business/admin control panel for API service,13,38,0.000406,2026-09-13T08:22:40Z
7a20054ad81f781e0478394a6fbf8f01,coalition-design-craft,Creative and media,kind,claude-sonnet-5,3,Business and clients,Coalition/design paired with 'craft' suggests an agency or company's own site.,15,44,0.000470,2026-09-13T08:22:40Z
fdf5ddf52d258afa6d77e44abf6e7825,resume-fit-check-ai,Business and clients,kind,claude-sonnet-5,3,Jobs and careers,"""resume-fit-check"" refers to job application matching, career-related purpose",17,46,0.000494,2026-09-13T08:22:41Z
11da5ff6f2daf9b11aa058b91a968e56,ai-human-impact,AI and chatbots,kind,claude-sonnet-5,3,Cannot tell,"Vague phrase, no clear domain word or product noun to classify.",14,39,0.000418,2026-09-13T08:22:41Z
4ab341bd1596800b2a11d7ec524b7ee5,elite-engineer-portfolio,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,"Name explicitly says 'portfolio', a personal site term.",18,39,0.000426,2026-09-13T08:22:42Z
e28874d546640b4bbd0b6abbc204285c,vision-canvas-main,Creative and media,kind,claude-sonnet-5,3,Creative and media,'Vision' and 'canvas' suggest visual art or design tool.,15,41,0.000440,2026-09-13T08:22:42Z
1a1c8d2b78f0f090c8c1b0b20bcefc9c,thor,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Single mythological name with no purpose-indicating words.,9,36,0.000378,2026-09-13T08:22:43Z
22771239ceab5cd8b9d6e5f332733d7b,dentaxy-seed-your-smart-practice,Creative and media,kind,claude-sonnet-5,3,Health and fitness,"Dental practice management—'dentaxy', 'practice' point to dental/health services.",23,45,0.000496,2026-09-13T08:22:43Z
9cdd314ff50a9478609354767582113d,cigaty,Unclassified,kind,claude-sonnet-5,3,Business and clients,"""Trade Portal"" names a business/company platform, not a personal site.",27,41,0.000464,2026-09-13T08:22:44Z
0ca0ed4252145e9bc51013eddd4e8d1a,ethereum-wrapped-insights,Trackers and dashboards,kind,claude-sonnet-5,3,Trackers and dashboards,'insights' suggests analytics/dashboard for crypto (ethereum) data,19,48,0.000518,2026-09-13T08:22:44Z
de2c12e75613657b59ab0f48cb75cd25,khan-zeb-legacy,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Personal name with 'legacy', no purpose or domain word given.",17,39,0.000424,2026-09-13T08:22:44Z
8cf89e0c15d48b21471e4fc339dbfa2d,stars,Unclassified,kind,claude-sonnet-5,3,Cannot tell,Single ambiguous word 'stars' carries no clear purpose or domain.,9,43,0.000448,2026-09-13T08:22:45Z
20624095e00371601339367e9279d8bf,delight-supply-chain-insights,Trackers and dashboards,kind,claude-sonnet-5,3,Trackers and dashboards,Words 'supply chain' plus 'insights' signal analytics/monitoring dashboard for logistics data.,18,58,0.000616,2026-09-13T08:22:46Z
2900d3e05b18080cc098f7e7caa3c27a,entrepedia-4,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Name is ambiguous, machine-like suffix '4' with no clear purpose",14,45,0.000478,2026-09-13T08:22:46Z
0c58bd981c7bbbdeb132f8f0ead51eca,thrive-gym-guide,Health and fitness,kind,claude-sonnet-5,3,Health and fitness,Words 'gym' and 'thrive' indicate fitness guidance software.,16,44,0.000472,2026-09-13T08:22:46Z
4388141600f7b286172e266776b52b1d,rkyc,Unclassified,kind,claude-sonnet-5,3,Cannot tell,No recognizable words or purpose conveyed by 'rkyc'.,11,41,0.000432,2026-09-13T08:22:47Z
52c54a01a6f52a652ee0d59316346171,ptl-website-722ab6ad,Site and portfolio,kind,claude-sonnet-5,3,Cannot tell,"Generic project identifier with random code, no purpose words given.",19,36,0.000398,2026-09-13T08:22:47Z
ba5d4d9ae82201285c58f0c8ca7db8ec,portfolio,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,"Name explicitly says portfolio, a personal site",11,36,0.000382,2026-09-13T08:22:47Z
2b1af2d5662efd99c110139f4efa27a3,pro-portalsync,Unclassified,kind,claude-sonnet-5,3,Generic or brand-style name,"Words 'pro', 'portal', 'sync' are builder vocabulary, no clear purpose.",14,54,0.000568,2026-09-13T08:22:47Z
95844811479a72100796f533c04e22c2,razor-reports-pro,Trackers and dashboards,kind,claude-sonnet-5,3,Trackers and dashboards,"""reports"" suggests analytics/reporting output, matching trackers and dashboards family.",15,52,0.000550,2026-09-13T08:22:49Z
cc9e1b5e8a20fe5fbc3bcacc66f7a885,etnlearncrypto,Unclassified,kind,claude-sonnet-5,3,Learning and study,"""Learn"" names education as the purpose, despite ""crypto"" alongside.",15,46,0.000490,2026-09-13T08:22:49Z
04c8909e3ac6324b149fab0938c28427,cidade-inteligente-landing-page,Site and portfolio,kind,claude-sonnet-5,3,Business and clients,"A landing page named for a brand/project concept ('smart city'), not a person.",20,41,0.000450,2026-09-13T08:22:49Z
3cac97018880cdc8dabca8de6d281cca,chandu-portfolio,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,Name explicitly says 'portfolio' tied to a person's name.,32,41,0.000474,2026-09-13T08:22:49Z
00e983ccc9b84bb682391a988643e98e,anailton,Unclassified,kind,claude-sonnet-5,3,Utilities and converters,Detector de Textos IA suggests a text-detection scanning tool,31,42,0.000482,2026-09-13T08:22:51Z
61f4b27f5c36f36afba4dce612c9e1eb,genius-lesson-maker,Learning and study,kind,claude-sonnet-5,3,Learning and study,Words 'lesson' and 'maker' indicate an educational content creation tool,16,43,0.000462,2026-09-13T08:22:51Z
33e94b1616623e54c2fa33573d093c9e,hris_dashboard,Business and clients,kind,claude-sonnet-5,3,Trackers and dashboards,"Contains 'dashboard', indicating a monitoring/analytics interface, likely for HR system.",14,53,0.000558,2026-09-13T08:22:51Z
490db60931d5b10d3dabb8b45d27579c,image-scribe-automaton,Creative and media,kind,claude-sonnet-5,3,Utilities and converters,Image scribe/automaton suggests an image-processing tool or generator script.,16,44,0.000472,2026-09-13T08:22:51Z
fa20148213e15378db74ab7c088781dd,custom-cardapio,Unclassified,kind,claude-sonnet-5,3,Food and drink,"'Cardapio' means menu in Portuguese, indicating a restaurant/food service.",14,46,0.000488,2026-09-13T08:22:52Z
386349fbcf12f60fc381543ff378eb6c,flip-emotion-cards,Unclassified,kind,claude-sonnet-5,3,Health and fitness,"Emotion cards suggest mood/mental health tool, aligning with wellbeing category.",16,47,0.000502,2026-09-13T08:22:52Z
4825daf60b888a980841940884aa58cf,warm-hearts-space,Unclassified,kind,claude-sonnet-5,3,Community and events,"""Warm-hearts-space"" suggests a caring community or shared social space.",15,42,0.000450,2026-09-13T08:22:52Z
de0c457b9b0a525a12cd937631ee2253,littons,Unclassified,kind,claude-sonnet-5,3,Cannot tell,No meaningful words indicating purpose or category.,9,33,0.000348,2026-09-13T08:22:52Z
09dfb5aa0a115cc1a7e4d7b5ccd383ab,paulo-bascope-portfolio-showcase-main,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,Name explicitly includes 'portfolio' and person's name Paulo Bascope.,25,47,0.000520,2026-09-13T08:22:54Z
d5116d3f4a47f099f5b8aace9a5236b3,trans-and-mental-health,Health and fitness,kind,claude-sonnet-5,3,Health and fitness,Words 'mental health' directly name a health and wellbeing topic.,16,40,0.000432,2026-09-13T08:22:54Z
13ace7757b47afedd6a89e42fcc56324,alphaville-guide-hub,Unclassified,kind,claude-sonnet-5,3,Travel and hospitality,"'Guide' suggests a city guide, matching travel and hospitality cue.",17,46,0.000494,2026-09-13T08:22:54Z
f7ef88577a501134b83285450ed68628,kotimaista-kalaa,Unclassified,kind,claude-sonnet-5,3,Food and drink,"""Kalaa"" means fish; food-related domestic product name.",17,39,0.000424,2026-09-13T08:22:54Z
0bbd5e519048e56f95545d554ec76b78,sticker-studio-pro,Creative and media,kind,claude-sonnet-5,3,Creative and media,'Sticker' and 'studio' name a creative media tool.,16,37,0.000402,2026-09-13T08:22:55Z
8d593ac1bacf83ce3e479f73cc928576,goldenmind-ai,AI and chatbots,kind,claude-sonnet-5,3,AI and chatbots,"'AI' as product noun, generic name lacking domain-specific words otherwise",15,45,0.000480,2026-09-13T08:22:56Z
88539b502cbd587902a62a4148cf650c,evently-gather-up,Community and events,kind,claude-sonnet-5,3,Community and events,Words 'evently' and 'gather up' signal events and gathering people together.,14,40,0.000428,2026-09-13T08:22:56Z
5ac16fbf43208d541719dd7752522d37,candidate-stage-board,Unclassified,kind,claude-sonnet-5,3,Jobs and careers,'candidate' and 'stage' suggest hiring pipeline tracking,15,45,0.000480,2026-09-13T08:22:56Z
32edae657d5860b75307ba84a30095ce,attrakdiff-visualizer-generator,Creative and media,kind,claude-sonnet-5,3,Utilities and converters,"Name includes 'visualizer' and 'generator', indicating a tool for generating/visualizing data.",21,52,0.000562,2026-09-13T08:22:57Z
a75094c0923554dba63e7495f2136634,aravan-realty-hub,Property and home,kind,claude-sonnet-5,3,Property and home,"'Realty' names real estate purpose, despite generic 'hub' suffix",16,42,0.000452,2026-09-13T08:22:58Z
7177b9a3277a8998aa6335bfe9418405,sendshield-safeguard-emails,Unclassified,kind,claude-sonnet-5,3,Utilities and converters,Sendshield/safeguard emails suggests a tool for protecting outgoing email messages.,19,49,0.000528,2026-09-13T08:22:58Z
b116538ba1f623056d57889f260698d4,good-morning-portal-main-main,Unclassified,kind,claude-sonnet-5,3,Planning and productivity,"'good-morning' suggests an early-morning club or routine tracker, a portal/dashboard",18,50,0.000536,2026-09-13T08:22:58Z
7099b9367b13434b4bc5a2314d3e71a6,herbal-potion-calculator,Utilities and converters,kind,claude-sonnet-5,3,Utilities and converters,"Named 'calculator', a utility tool despite herbal-potion theme.",17,44,0.000474,2026-09-13T08:22:58Z
3d20eedf57c9272ddb4b47df02b61216,mess-flow-control,Unclassified,kind,claude-sonnet-5,3,Cannot tell,"Words 'mess-flow-control' are vague builder jargon, no clear purpose stated.",14,49,0.000518,2026-09-13T08:22:59Z
6b8c8765bbe5c6db45c575c0dc0209f3,newportfolio,Unclassified,kind,claude-sonnet-5,3,Site and portfolio,"Name explicitly contains 'portfolio', indicating a personal portfolio site.",12,46,0.000484,2026-09-13T08:22:59Z
4e61f9c104e19a1718b5977dff1894bb,swadex-ai-truth-bharat,AI and chatbots,kind,claude-sonnet-5,3,AI and chatbots,"Named as an AI product itself, no clear domain word specified",20,39,0.000430,2026-09-13T08:23:00Z
74e4d68205bffbf67cffef556e288f8a,dmuller-shine-site,Site and portfolio,kind,claude-sonnet-5,3,Site and portfolio,Personal name (dmuller) with 'site' suggests a personal portfolio page.,16,46,0.000492,2026-09-13T08:23:00Z
