repo_id,repo_slug,cell,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
c55cca133fba7cac567562492bc2e257,lucia-piccardo-smile-design,Creative and media,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","Smile design service under a dentist's name, a specialist client-facing practice.",37,53,0.000604,2026-09-13T08:30:13Z
37d8d0821f7eaa9bbe1104f61a36bd32,synchro-design-studio-97,Creative and media,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Design studio' names a business offering design services to clients.,27,46,0.000514,2026-09-13T08:30:14Z
29b51b09b4fc2ff84ce7e9ad49f00cd9,robomaq-spark,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or clear personal-use category indicated by the name.",14,41,0.000438,2026-09-13T08:30:15Z
dcf1fe15a769a73f61d999a3d91a21a3,solana-landing-rebuild-magic,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Looks like a personal coding/rebuild project, no business or community named",20,43,0.000470,2026-09-13T08:30:16Z
3d630237d3f7acf8a9836b8e902d8354,mei-gestao-digital,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","""gestao digital"" (digital management) names a digital business/agency service",16,53,0.000562,2026-09-13T08:30:16Z
acd2a56e6191a626350dcfc15b626acb,creator-adgen,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Adgen' implies ad generation, a business/marketing service tool.",13,52,0.000546,2026-09-13T08:30:16Z
1cb8954be0dc0c83607643c29ad701de,educare-login-portal,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic login portal name, no business or community indicator specified.",14,39,0.000418,2026-09-13T08:30:17Z
02aa8a0fb8d2ff1bed01d15a2465ee63,marchemamelles,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Name is ambiguous, no clear business or community indicator present.",13,41,0.000436,2026-09-13T08:30:17Z
c48e0ca2e8847253cb6953892e509493,divieight-a,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or clear purpose indicated by this abstract name.",12,42,0.000444,2026-09-13T08:30:18Z
c70e93c987846e59c962ef5100479862,auto-elegance-net,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","Names a business (auto elegance) selling services, likely a dealership or detailing brand",15,57,0.000600,2026-09-13T08:30:18Z
f38264cb3552a2316d7836699774fc3d,nsuk-portal-mimic-e793d32a,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Appears to be a campus/institution portal clone, no business or community named",24,43,0.000478,2026-09-13T08:30:18Z
b097058c5bdd2eae7fa7b0d7947fbd11,9knowledge8,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or personal-use indicators present in the name.",14,39,0.000418,2026-09-13T08:30:19Z
6ed2f3d2cffbb78897d8fd38271aa4eb,desk-dash-explorer,Trackers and dashboards,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic personal-use app name, no business or community indicated.",16,39,0.000422,2026-09-13T08:30:19Z
d63b1ed46f2da88cc26a7cbcd8f8fadb,fixmymobile,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",Names a phone repair business serving customers,13,42,0.000446,2026-09-13T08:30:20Z
7da99906f5df7e3b8ee1e8ca0cf07bcf,govcare-queue,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,Generic name gives no clear business or community signal beyond a queue app.,23,43,0.000476,2026-09-13T08:30:20Z
0553700b986b0570c646a2e3e7e64ba5,majeed-s-medicine,Health and fitness,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal name with 'medicine', no business or community indicated clearly",16,43,0.000462,2026-09-13T08:30:21Z
224cbf7cf8976fdc5c4fa02effe5c236,nextcafexr,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Name is ambiguous, no clear business or community indicator present.",13,41,0.000436,2026-09-13T08:30:21Z
703d97f7e101f41c96cb51fd2694728c,future-forge,Generic or brand-style name,audience,claude-sonnet-5,3,Cannot tell from the name,Generic name with no business or community indicator present,11,35,0.000372,2026-09-13T08:30:21Z
fc1a67e901aa2bbba74e80f85d4c8838,techno-a-thon-website2,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic event website name, no business or community indicator present",17,37,0.000404,2026-09-13T08:30:22Z
cf7214897401fb6cd8fdb5960da1716c,skill-link-dashboard,Trackers and dashboards,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic dashboard name, no business or community indicator present.",16,39,0.000422,2026-09-13T08:30:22Z
6424e8429c77a2aaa717b4415fb00f1f,krushi-connect,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Connect' suggests a service platform, likely for agricultural business connections.",13,53,0.000556,2026-09-13T08:30:23Z
7142fe44497a800b537a52fa9c14175d,degen-web-builder,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic web builder tool name, no business, client, or community indicated.",14,42,0.000448,2026-09-13T08:30:23Z
268ff027d77359c4a5b7fb8263d23954,trading-journal,Planning and productivity,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal-use app for tracking trades, no business or community indicated.",12,42,0.000444,2026-09-13T08:30:24Z
a1d007895239e2f8837e40ccc78716f9,[owner].github.io,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic personal GitHub site name, no business or community indicated",21,41,0.000452,2026-09-13T08:30:24Z
47a15c90f2ed1341334377b0fb88051d,loanberry,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Loanberry' names a lending business or financial service brand,11,48,0.000502,2026-09-13T08:30:25Z
7614ef410278033e532eb8849f5bd9c6,geo-snap-pro,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic app-like name, no business, client, or community terms present.",15,40,0.000430,2026-09-13T08:30:25Z
0d7608514fcaa7ea479611e8d8d02b88,urutal-front,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name, no business, community, or personal-use indicators present.",12,42,0.000444,2026-09-13T08:30:26Z
0a681234f31fcf173c51d2f2473ebc4f,pennyetracker-06-782c704f,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic tracker app name, no business or community indicator present.",20,39,0.000430,2026-09-13T08:30:26Z
e4e9724c013968429afda81b18b373e9,serviplus-evolve,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Servi' (service) plus business-like 'evolve' suggests a service company product.,15,56,0.000590,2026-09-13T08:30:26Z
c2e26fdab56385023774acf2a8f1f973,med-secure-mind,Health and fitness,audience,claude-sonnet-5,3,Cannot tell from the name,"Sounds like a personal wellness/security app, no business or community named",14,42,0.000448,2026-09-13T08:30:27Z
0c37f1e7c87e8e1d838a5976f40fa1fa,basementwaterremovalvailco,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",Names a local service business offering water removal for paying customers,46,46,0.000552,2026-09-13T08:30:28Z
2d16aa28b43a29548acb906743380ad6,roflof-animated-luxury,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Vague name, no business, community, or personal-use context indicated clearly.",17,44,0.000474,2026-09-13T08:30:28Z
cab174a529f8ffdc4ecc233031ac0703,authencom-platform-main,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic platform name; no clear business, client, or community indicator.",15,41,0.000440,2026-09-13T08:30:28Z
06df939d4beda82217c6d2260af5b642,cam-vision-watch,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic technical name, no business, community, or personal-use indicator specified.",15,44,0.000470,2026-09-13T08:30:28Z
cda19f3de4a36ebd56fd98973dba8cae,artisan-threads,Creative and media,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Artisan-threads' names a crafts/clothing business selling products, not a personal or community project.",13,60,0.000626,2026-09-13T08:30:30Z
299f53165cd34224bc65e0b5ea275ca4,docu-assist-main,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic document assistant app, no business or community indicated",14,38,0.000408,2026-09-13T08:30:30Z
e2e54d373dba56e1c71eb29a0e6706ad,beleza-agora-online-57,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","Name suggests a beauty booking/business platform ('beleza' = beauty, online booking)",17,60,0.000634,2026-09-13T08:30:30Z
5f09e0a8a1c47359f91561094d39441a,jambo-auto-care,Health and fitness,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Auto-care' names an automotive repair business serving customers.,15,49,0.000520,2026-09-13T08:30:30Z
574a7205c0e902e92a1a9ec5d43e07d7,tech-news-daily,News and information,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic news app name, no business or community indicator present",14,37,0.000398,2026-09-13T08:30:32Z
aae0f3f455256943c9adf91f3eb88729,businesscard-templates,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic templates project, no business or community explicitly named as owner",14,41,0.000438,2026-09-13T08:30:32Z
11321bd1ecc6fd31623dceaba5d1ae5d,story-spark-excel-flow,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic personal-use tool name, no business or community indicator present.",17,41,0.000444,2026-09-13T08:30:32Z
edb32e031bc7fbd5c7c4277c803efc3f,tech-founder-showcase,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Looks like a personal portfolio showcasing a founder, not a business itself",16,46,0.000492,2026-09-13T08:30:32Z
20bcd959f7f67eda8a42a37a053d1d68,design-to-angular-spark,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic dev tool name, no business or community indicated",16,38,0.000412,2026-09-13T08:30:34Z
2b82e3e3c6f66d4ca095d4b2ff00163d,bh-bh-687e4999,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,Name is a meaningless code with no identifying words.,17,37,0.000404,2026-09-13T08:30:34Z
af2e4dd1ab93985f62bfa1fb85e902e2,trust-skill-connect,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Connect' suggests a service linking clients/professionals, implying business or trade platform.",15,57,0.000600,2026-09-13T08:30:34Z
cbf9b30c2cdf5f512942da406f79c756,iksweb,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Ambiguous brand-like name, no clear business or community indicator words present",11,45,0.000472,2026-09-13T08:30:34Z
d9951e2f80f954cfdf6c7dc72a7c8b31,botkit-chat-assistant,AI and chatbots,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic chatbot/assistant app, no business or community indicated",17,42,0.000454,2026-09-13T08:30:35Z
efd59412494915c2ff12b46414efe35c,generator-loto-649,Utilities and converters,audience,claude-sonnet-5,3,Cannot tell from the name,"A lottery generator app, no business or community named",14,35,0.000378,2026-09-13T08:30:35Z
e7d758f0a548546a6f914e5d63a4a7a6,houston-build-hub,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"'Build hub' too generic, no clear business, community, or personal-use indicator",14,47,0.000498,2026-09-13T08:30:36Z
1140b267d6002b01b7731401f777c2a8,signal-wise-observer,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic technical name, no business or community words present.",15,35,0.000380,2026-09-13T08:30:36Z
5c77c49d2cfb20bf231d86b5b2608da4,app-hub-central-27e5ce06,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic hub/central name, no business or community indicated.",20,39,0.000430,2026-09-13T08:30:37Z
3b793d28c4600bfa65730d29c8613e8a,gestion,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,'Gestion' just means management; no business or community specified.,10,38,0.000400,2026-09-13T08:30:37Z
9b0dd5e7f68b46e44d978c55782c4501,manor-tea-website,Site and portfolio,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","Names a tea business website, a commercial venue selling products",14,47,0.000498,2026-09-13T08:30:37Z
21e609e2f4643ee2023878a06af13fd7,public-health-page-spark,Health and fitness,audience,claude-sonnet-5,3,Cannot tell from the name,"'public-health-page' suggests informational site, no business or community indicator present",15,44,0.000470,2026-09-13T08:30:38Z
6868ae779777f03ad0f59a0262a90553,smarthabit,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal habit-tracking app, no business or community named",12,38,0.000404,2026-09-13T08:30:39Z
70b90752de653d2f9a0de2630fe2f892,accountsv3,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name gives no indication of business, community, or personal-use context",12,42,0.000444,2026-09-13T08:30:39Z
205adc873e79f65f922be59718e226e9,manegement-oceano-azul-18,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic project name, no business, community, or personal-use clue present.",19,41,0.000448,2026-09-13T08:30:39Z
8b0eb86ac6fe6da97330fb51c809ed6c,future-flow-insights,Trackers and dashboards,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Insights' suggests business analytics tool, a producer-sector function.",14,52,0.000548,2026-09-13T08:30:40Z
ec7444f27c76983dbf0307b9ff055217,resource-ai,AI and chatbots,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name without business, client, or community indicator",12,36,0.000384,2026-09-13T08:30:40Z
d84331971e9bc21d61aaccc2ab42c8cb,topuniversityterritian,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Ambiguous coined word, no business, community, or personal-use indication clear",15,46,0.000490,2026-09-13T08:30:41Z
3a604f92c4f6c846583ec1124eb9138d,sweet-dashboard-pro,Trackers and dashboards,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",Artisan Bakery & Pastry names a business selling baked goods.,47,52,0.000614,2026-09-13T08:30:41Z
fbfb0ebc56fbd4cfe040c3e23b200f35,bruh-check-in-buddy,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic check-in app name, no business or community indicated",18,38,0.000416,2026-09-13T08:30:42Z
141f5db4d8387bac295a45b9b12e6324,recipe_finder_web_application,Food and drink,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal-use recipe app, no business or community indicated",17,39,0.000424,2026-09-13T08:30:42Z
074597c3ba59c99e42463aebfddba44a,aqua-wise-quest,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Sounds like a personal water/hydration app, no business or community indicated",16,44,0.000472,2026-09-13T08:30:43Z
13b84e36af484333e1411c72d5edc0f3,brise-smart-control,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic smart control app name, no business, community, or personal-use indicator specified",14,46,0.000488,2026-09-13T08:30:43Z
3366c97a7757eef0ae5f131580cc2996,portifolio[owner],Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal portfolio site, promotes a person, neither sector",15,41,0.000440,2026-09-13T08:30:43Z
10616722baef0e5b9c35a1ca54e960b3,real-estate-clone,Property and home,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","Real estate is a business/service domain, clone app for a marketplace",14,51,0.000538,2026-09-13T08:30:44Z
e26654401c87e805a441a63f6b24e20d,hnoahcuts,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or clear personal-use context indicated by the name alone",14,43,0.000458,2026-09-13T08:30:44Z
d31939eba7a5f5cb50a363dc4b399957,ownapipannel,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Ambiguous name, no clear business, community, or personal-use indicator present.",13,46,0.000486,2026-09-13T08:30:45Z
fdf5ddf52d258afa6d77e44abf6e7825,resume-fit-check-ai,Business and clients,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal resume tool, no business or community named",17,35,0.000384,2026-09-13T08:30:45Z
7a20054ad81f781e0478394a6fbf8f01,coalition-design-craft,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Ambiguous words 'coalition', 'design', 'craft' don't clearly indicate business or community.",15,55,0.000580,2026-09-13T08:30:45Z
11da5ff6f2daf9b11aa058b91a968e56,ai-human-impact,AI and chatbots,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name, no business, community, or personal-use app clearly indicated",14,44,0.000468,2026-09-13T08:30:46Z
e28874d546640b4bbd0b6abbc204285c,vision-canvas-main,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic technical name, no business or community indicator present.",15,37,0.000400,2026-09-13T08:30:46Z
4ab341bd1596800b2a11d7ec524b7ee5,elite-engineer-portfolio,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal portfolio site, promotes a person, neither sector by itself",18,44,0.000476,2026-09-13T08:30:47Z
1a1c8d2b78f0f090c8c1b0b20bcefc9c,thor,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or personal-use indicator; name gives no context.",9,41,0.000428,2026-09-13T08:30:47Z
22771239ceab5cd8b9d6e5f332733d7b,dentaxy-seed-your-smart-practice,Creative and media,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Practice' names a dental business, indicating producer sector service.",23,49,0.000536,2026-09-13T08:30:48Z
0ca0ed4252145e9bc51013eddd4e8d1a,ethereum-wrapped-insights,Trackers and dashboards,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, client, or community words; generic analytics/insights naming only.",19,42,0.000458,2026-09-13T08:30:48Z
9cdd314ff50a9478609354767582113d,cigaty,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Trade Portal' names a business platform for commerce, not personal use.",27,52,0.000574,2026-09-13T08:30:49Z
de2c12e75613657b59ab0f48cb75cd25,khan-zeb-legacy,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,Appears to be a personal name-based project with no business or community indicated.,17,42,0.000454,2026-09-13T08:30:49Z
20624095e00371601339367e9279d8bf,delight-supply-chain-insights,Trackers and dashboards,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Supply-chain insights' names a business analytics function for a company,18,50,0.000536,2026-09-13T08:30:50Z
8cf89e0c15d48b21471e4fc339dbfa2d,stars,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic name with no business, community, or personal-use context indicated.",9,41,0.000428,2026-09-13T08:30:50Z
2900d3e05b18080cc098f7e7caa3c27a,entrepedia-4,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Vague name, no clear business, community, or personal-use indicator present.",14,43,0.000458,2026-09-13T08:30:50Z
0c58bd981c7bbbdeb132f8f0ead51eca,thrive-gym-guide,Health and fitness,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Gym' names a fitness business, indicating producer sector.",16,49,0.000522,2026-09-13T08:30:51Z
4388141600f7b286172e266776b52b1d,rkyc,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Abbreviation with no clear business, community, or personal-use indication.",11,43,0.000452,2026-09-13T08:30:52Z
2b1af2d5662efd99c110139f4efa27a3,pro-portalsync,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic technical name, no clear business, client, or community reference",14,40,0.000428,2026-09-13T08:30:52Z
ba5d4d9ae82201285c58f0c8ca7db8ec,portfolio,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"A personal portfolio promotes a person, neither sector by itself.",11,42,0.000442,2026-09-13T08:30:52Z
52c54a01a6f52a652ee0d59316346171,ptl-website-722ab6ad,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic identifier with no business, community, or personal-use words present",19,41,0.000448,2026-09-13T08:30:53Z
04c8909e3ac6324b149fab0938c28427,cidade-inteligente-landing-page,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"'Smart city' landing page names no business, community, or clear personal-use app.",20,45,0.000490,2026-09-13T08:30:53Z
3cac97018880cdc8dabca8de6d281cca,chandu-portfolio,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal portfolio site, promotes a person, neither sector applies",32,43,0.000494,2026-09-13T08:30:53Z
95844811479a72100796f533c04e22c2,razor-reports-pro,Trackers and dashboards,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","'Pro' suggests a professional business tool for reporting, sold to clients.",15,54,0.000570,2026-09-13T08:30:53Z
cc9e1b5e8a20fe5fbc3bcacc66f7a885,etnlearncrypto,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal learning/crypto app, no business or community indicated",15,40,0.000430,2026-09-13T08:30:55Z
00e983ccc9b84bb682391a988643e98e,anailton,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal name plus generic AI text detector, no business or community indicated",31,43,0.000492,2026-09-13T08:30:55Z
61f4b27f5c36f36afba4dce612c9e1eb,genius-lesson-maker,Learning and study,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal-use lesson creation tool, no business or community indicated",16,42,0.000452,2026-09-13T08:30:55Z
33e94b1616623e54c2fa33573d093c9e,hris_dashboard,Business and clients,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",HRIS dashboard is an HR business function tool,14,46,0.000488,2026-09-13T08:30:55Z
490db60931d5b10d3dabb8b45d27579c,image-scribe-automaton,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic tool name, no business, client, or community indicator present.",16,40,0.000432,2026-09-13T08:30:57Z
fa20148213e15378db74ab7c088781dd,custom-cardapio,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers","""Cardapio"" means menu, implying a restaurant business tool.",14,53,0.000558,2026-09-13T08:30:57Z
4825daf60b888a980841940884aa58cf,warm-hearts-space,Unclassified,audience,claude-sonnet-5,3,"Household sector: for the maker, their family, friends or a community, unpaid","'Warm-hearts-space' suggests a caring community space, not a business.",15,59,0.000620,2026-09-13T08:30:57Z
de0c457b9b0a525a12cd937631ee2253,littons,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"No business, community, or personal-use indicator present in the name.",9,40,0.000418,2026-09-13T08:30:57Z
386349fbcf12f60fc381543ff378eb6c,flip-emotion-cards,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal emotion app, no business or community named",16,35,0.000382,2026-09-13T08:30:58Z
09dfb5aa0a115cc1a7e4d7b5ccd383ab,paulo-bascope-portfolio-showcase-main,Site and portfolio,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal portfolio site promotes a person, neither sector by itself.",25,43,0.000480,2026-09-13T08:30:59Z
d5116d3f4a47f099f5b8aace9a5236b3,trans-and-mental-health,Health and fitness,audience,claude-sonnet-5,3,Cannot tell from the name,"Personal-use/mental health topic app, no business or community named",16,40,0.000432,2026-09-13T08:31:00Z
13ace7757b47afedd6a89e42fcc56324,alphaville-guide-hub,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,'Guide hub' for a place name lacks clear business or community marker.,17,43,0.000464,2026-09-13T08:31:00Z
f7ef88577a501134b83285450ed68628,kotimaista-kalaa,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Name means 'domestic fish' in Finnish, no business or community indicated",17,46,0.000494,2026-09-13T08:31:00Z
0bbd5e519048e56f95545d554ec76b78,sticker-studio-pro,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"'Sticker Studio Pro' suggests a personal creative tool, no business or community indicated",16,52,0.000552,2026-09-13T08:31:01Z
8d593ac1bacf83ce3e479f73cc928576,goldenmind-ai,AI and chatbots,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic AI-sounding name, no business, community, or personal-use indicator specified.",15,48,0.000510,2026-09-13T08:31:01Z
5ac16fbf43208d541719dd7752522d37,candidate-stage-board,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic app name, no business or community indicator present",15,36,0.000390,2026-09-13T08:31:01Z
88539b502cbd587902a62a4148cf650c,evently-gather-up,Community and events,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic event-gathering app name, no business or community indicated explicitly.",14,44,0.000468,2026-09-13T08:31:01Z
32edae657d5860b75307ba84a30095ce,attrakdiff-visualizer-generator,Creative and media,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic UX evaluation tool name, no business or community indicated",21,42,0.000462,2026-09-13T08:31:02Z
a75094c0923554dba63e7495f2136634,aravan-realty-hub,Property and home,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Realty hub' names a real estate business serving clients,16,47,0.000502,2026-09-13T08:31:03Z
7177b9a3277a8998aa6335bfe9418405,sendshield-safeguard-emails,Unclassified,audience,claude-sonnet-5,3,"Producer sector: for a business, clients or paying customers",'Safeguard emails' suggests a business email protection tool/service.,19,51,0.000548,2026-09-13T08:31:03Z
b116538ba1f623056d57889f260698d4,good-morning-portal-main-main,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic personal-use name, no business or community words present.",18,37,0.000406,2026-09-13T08:31:04Z
7099b9367b13434b4bc5a2314d3e71a6,herbal-potion-calculator,Utilities and converters,audience,claude-sonnet-5,3,Cannot tell from the name,"Looks like a personal-use calculator app, no business or community indicated.",17,43,0.000464,2026-09-13T08:31:04Z
4e61f9c104e19a1718b5977dff1894bb,swadex-ai-truth-bharat,AI and chatbots,audience,claude-sonnet-5,3,Cannot tell from the name,"No clear business, community, or personal-use signal in the name itself.",20,41,0.000450,2026-09-13T08:31:05Z
3d20eedf57c9272ddb4b47df02b61216,mess-flow-control,Unclassified,audience,claude-sonnet-5,3,Cannot tell from the name,"Generic technical name, no business, client, or community indicator present.",14,40,0.000428,2026-09-13T08:31:05Z
