item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
ac89c3b6787eaaca73f2648950b4f6b3,the5am,kind,claude-sonnet-5,0,Cannot tell,imported from llm_labels.csv (full-stratum run before alignment); original label: Unreadable: invented or brand name,0,0,0.000000,2026-09-13T07:51:00Z
12a3ffb6cbeb23ede78fbc1fa4a3d5bf,pixel-perfect-portfolio-main,kind,claude-sonnet-5,0,Site and portfolio,imported from llm_labels.csv (full-stratum run before alignment); original label: Site and portfolio,0,0,0.000000,2026-09-13T07:51:00Z
60209e0f6fb4bc7b868ca9f3cb18cb5e,nantes-spot,kind,claude-sonnet-5,0,Travel and hospitality,imported from llm_labels.csv (full-stratum run before alignment); original label: Travel and hospitality,0,0,0.000000,2026-09-13T07:51:00Z
4317ea88de8518c94161e9d90a46a393,sika,kind,claude-sonnet-5,0,Cannot tell,imported from llm_labels.csv (full-stratum run before alignment); original label: Unreadable: invented or brand name,0,0,0.000000,2026-09-13T07:51:00Z
f99bfeecbeec93a07f67820c1e15ecca,portfolio,kind,claude-sonnet-5,0,Site and portfolio,imported from llm_labels.csv (full-stratum run before alignment); original label: Site and portfolio,0,0,0.000000,2026-09-13T07:51:00Z
b67e0007043be90f5e624b71252185be,sarafoundation,kind,claude-sonnet-5,0,Community and events,imported from llm_labels.csv (full-stratum run before alignment); original label: Community and events,0,0,0.000000,2026-09-13T07:51:00Z
abfc1bcb06a6020bac6bbd75de129ac2,rehman,kind,claude-sonnet-5,0,Property and home,imported from llm_labels.csv (full-stratum run before alignment); original label: Property and home,0,0,0.000000,2026-09-13T07:51:00Z
7e43da3bc237004c0709839554b0b7a2,snore-detective-pro,kind,claude-sonnet-5,0,Health and fitness,imported from llm_labels.csv (full-stratum run before alignment); original label: Health and fitness,0,0,0.000000,2026-09-13T07:51:00Z
538d10ead885d6b5d7bb9ae505b9874f,ai-fitness-and-wellness-app,kind,claude-sonnet-5,0,Health and fitness,imported from llm_labels.csv (full-stratum run before alignment); original label: Health and fitness,0,0,0.000000,2026-09-13T07:51:00Z
a0e3a7078f9aaf25900c98f38d8ab3a6,campus-connect-hub,kind,claude-sonnet-5,0,Community and events,imported from llm_labels.csv (full-stratum run before alignment); original label: Community and events,0,0,0.000000,2026-09-13T07:51:00Z
7cc8ed5cdd1bbaf25c40f912cf114c93,stylish-portfolio-ground,kind,claude-sonnet-5,0,Site and portfolio,imported from llm_labels.csv (full-stratum run before alignment); original label: Site and portfolio,0,0,0.000000,2026-09-13T07:51:00Z
186cf23d48ac1a97127387b3d92e5521,remix-of-extrahand-task-flow,kind,claude-sonnet-5,0,Planning and productivity,imported from llm_labels.csv (full-stratum run before alignment); original label: Planning and productivity,0,0,0.000000,2026-09-13T07:51:00Z
759fa1b92a49a3108baa0b2d2e34b783,kingdomnannies,kind,claude-sonnet-5,0,Business and clients,imported from llm_labels.csv (full-stratum run before alignment); original label: Business and clients,0,0,0.000000,2026-09-13T07:51:00Z
f6f31af4c0b6922e5c3a4d1f4bed0a5d,lingua-assist,kind,claude-sonnet-5,0,AI and chatbots,imported from llm_labels.csv (full-stratum run before alignment); original label: AI and chatbots,0,0,0.000000,2026-09-13T07:51:00Z
3947ea42e104e52bfcd5f525244331d2,talky-insight-viz,kind,claude-sonnet-5,0,Trackers and dashboards,imported from llm_labels.csv (full-stratum run before alignment); original label: Trackers and dashboards,0,0,0.000000,2026-09-13T07:51:00Z
ad6cd24bf420cc086da599562705cd8a,release-your-calm,kind,claude-sonnet-5,0,Health and fitness,imported from llm_labels.csv (full-stratum run before alignment); original label: Health and fitness,0,0,0.000000,2026-09-13T07:51:00Z
353cb5e002458ff5f02529cac06ec0f6,examsnap-ai,kind,claude-sonnet-5,0,Learning and study,imported from llm_labels.csv (full-stratum run before alignment); original label: Learning and study,0,0,0.000000,2026-09-13T07:51:00Z
573ff93048b85607a59c05419bb3659f,superimune,kind,claude-sonnet-5,0,Health and fitness,imported from llm_labels.csv (full-stratum run before alignment); original label: Health and fitness,0,0,0.000000,2026-09-13T07:51:00Z
593a7103717b0a34401efd6af261b2ea,delton-chatbot-v2,kind,claude-sonnet-5,0,AI and chatbots,imported from llm_labels.csv (full-stratum run before alignment); original label: AI and chatbots,0,0,0.000000,2026-09-13T07:51:00Z
cb7a17d14a85128997ceecf267ca597f,grand-moments-booking,kind,claude-sonnet-5,0,Community and events,imported from llm_labels.csv (full-stratum run before alignment); original label: Community and events,0,0,0.000000,2026-09-13T07:51:00Z
94b42e7bd13f630d056b56b42c4745fb,mood-weaver,kind,claude-sonnet-5,0,Health and fitness,imported from llm_labels.csv (full-stratum run before alignment); original label: Health and fitness,0,0,0.000000,2026-09-13T07:51:00Z
ddf863429782a3e48fab892957d33cc5,chatapp,kind,claude-sonnet-5,0,Community and events,imported from llm_labels.csv (full-stratum run before alignment); original label: Community and events,0,0,0.000000,2026-09-13T07:51:00Z
6b4be8ecad233754393ae7fdb15bf9fe,mavs-machine-test,kind,claude-sonnet-5,0,Cannot tell,imported from llm_labels.csv (full-stratum run before alignment); original label: Cannot tell,0,0,0.000000,2026-09-13T07:51:00Z
cc5dce7c5492a55f49299daf87d17d0c,startup-rag,kind,claude-sonnet-5,0,AI and chatbots,imported from llm_labels.csv (full-stratum run before alignment); original label: AI and chatbots,0,0,0.000000,2026-09-13T07:51:00Z
82ccc3243ba5d8d6718ed079b553b2d2,mibh,kind,claude-sonnet-5,0,Cannot tell,imported from llm_labels.csv (full-stratum run before alignment); original label: Unreadable: invented or brand name,0,0,0.000000,2026-09-13T07:51:00Z
9f8d68b6eb22687a95f2f0da0b918a4f,swipe-play-discover,kind,claude-sonnet-5,0,Games and toys,imported from llm_labels.csv (full-stratum run before alignment); original label: Games and toys,0,0,0.000000,2026-09-13T07:51:00Z
5437113d04630931411fd0ad1b4ac0a0,my-portfolio,kind,claude-sonnet-5,0,Site and portfolio,imported from llm_labels.csv (full-stratum run before alignment); original label: Site and portfolio,0,0,0.000000,2026-09-13T07:51:00Z
5430488a622d884067e4431396647fc2,ascend-protocol,kind,claude-sonnet-5,0,Generic or brand-style name,imported from llm_labels.csv (full-stratum run before alignment); original label: Generic or brand-style name,0,0,0.000000,2026-09-13T07:51:00Z
cbfc7ac564b0e87b1dec4adacb44b41f,app_gestao_de_obras,kind,claude-sonnet-5,0,Business and clients,imported from llm_labels.csv (full-stratum run before alignment); original label: Business and clients,0,0,0.000000,2026-09-13T07:51:00Z
81f100c50685d08f2532b90c84a581d2,flexi_new,kind,claude-sonnet-5,0,Generic or brand-style name,imported from llm_labels.csv (full-stratum run before alignment); original label: Generic or brand-style name,0,0,0.000000,2026-09-13T07:51:00Z
97b9106423263818487fecdd528cb9bb,plumbersnorwalkct,kind,claude-sonnet-5,0,Property and home,imported from llm_labels.csv (full-stratum run before alignment); original label: Property and home,0,0,0.000000,2026-09-13T07:51:00Z
5e3558f81368f72012665461580489f4,metric-mind-flow,kind,claude-sonnet-5,0,Trackers and dashboards,imported from llm_labels.csv (full-stratum run before alignment); original label: Trackers and dashboards,0,0,0.000000,2026-09-13T07:51:00Z
8a8729afd9135f336bc56021e91650f4,f2p-dashboard-the-real-one,kind,claude-sonnet-5,0,Trackers and dashboards,imported from llm_labels.csv (full-stratum run before alignment); original label: Trackers and dashboards,0,0,0.000000,2026-09-13T07:51:00Z
bfe99fc89d79a1eb758d68d256a7efc4,bv-public-frontend-,kind,claude-sonnet-5,0,Generic or brand-style name,imported from llm_labels.csv (full-stratum run before alignment); original label: Generic or brand-style name,0,0,0.000000,2026-09-13T07:51:00Z
6744a4921d11f805d6b0e02c111a2314,aura,kind,claude-sonnet-5,0,Generic or brand-style name,imported from llm_labels.csv (full-stratum run before alignment); original label: Generic or brand-style name,0,0,0.000000,2026-09-13T07:51:00Z
2b09c7be4006bf1666179d9daf7b85ff,vision-sentinel-system,kind,claude-sonnet-5,0,Trackers and dashboards,imported from llm_labels.csv (full-stratum run before alignment); original label: Trackers and dashboards,0,0,0.000000,2026-09-13T07:51:00Z
ad0c9d24a8e4f35331f87ef8d888d897,dollyparton,kind,claude-sonnet-5,0,Cannot tell,imported from llm_labels.csv (full-stratum run before alignment); original label: Unreadable: invented or brand name,0,0,0.000000,2026-09-13T07:51:00Z
