item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
27c1f3457b556129dfc4d4a7e7216af3,sts-mcs,maker,claude-sonnet-5,2,Cannot tell from the evidence,Bare abbreviation with no descriptive or professional signals present.,1094,44,0.002628,2026-09-13T08:07:20Z
025b8bb1ece57463f0e87ba8808fa761,s-n_events,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare project name, no developer or technical descriptor present.",1093,41,0.002596,2026-09-13T08:07:22Z
8f6ab492ab77561788873e0e6987cf68,cogniwell-aid,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or technical role indicated.",1096,40,0.002592,2026-09-13T08:07:24Z
0420e7b3bd77c46111bc31eb4f02cae0,the-art-gallery-of-nairobi,maker,claude-sonnet-5,2,Cannot tell from the evidence,Bare business/institution name gives no indication of maker's technical background.,1102,44,0.002644,2026-09-13T08:07:26Z
06647ad253baf9bcfc8e5b4b437f42e4,car-hire-repo,maker,claude-sonnet-5,2,Cannot tell from the evidence,"""-repo"" is an export artifact, not evidence of maker's background.",1095,48,0.002670,2026-09-13T08:07:28Z
a00d2560ed7d57a6755750029a927022,life-track-zenith-view,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Generic product name, no developer, agency, or non-programmer signals present.",1097,46,0.002654,2026-09-13T08:07:30Z
9c96b3fb88623f0074b9fca610247d42,newby-tech-solutions,maker,claude-sonnet-5,2,Looks made by someone technical but not a professional developer,"'tech-solutions' names a technical services business, not a developer title",1097,49,0.002684,2026-09-13T08:07:34Z
042649eda305e3b9b16b9cefa4c11b4b,town-connect-events,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name; no developer, agency, or technical descriptor present.",1094,45,0.002638,2026-09-13T08:07:35Z
d0744cb13b2ab3bc58722a70fbc398e0,sea--of--glass,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer, agency, or technical indicators present.",1095,44,0.002630,2026-09-13T08:07:37Z
f2511d77b8ebf2da18dec8da6b540927,bondflow-visualizer,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no explicit developer or technical business signals.",1097,42,0.002614,2026-09-13T08:07:39Z
6394b1879a488d2f6f6a48c94f9caedb,automeet,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or technical claim indicated.",1091,41,0.002592,2026-09-13T08:07:41Z
95d4851e4e02447b2ddf5c74ff682575,warm-mind-hug,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or technical indicators present",1096,41,0.002602,2026-09-13T08:07:43Z
04117d71e96fc0b93882eeedfc830910,dt-forum2026,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product/business name with numeric suffix, no developer or technical signal.",1107,47,0.002684,2026-09-13T08:07:45Z
29a515be5549ea68a36a8af4cf8f0de2,notion-page-reader-buddy,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no explicit developer or agency signals shown",1099,43,0.002628,2026-09-13T08:07:47Z
2b7948c4faa39585b005828f9052b000,gala-pera,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer, agency, or non-programmer indicators present.",1093,47,0.002656,2026-09-13T08:07:49Z
af91a1492a4d9d402b763714c9a39142,class-buddy-notify-03,maker,claude-sonnet-5,2,Cannot tell from the evidence,Numeric suffix is export artifact; name alone gives no maker evidence.,1098,48,0.002676,2026-09-13T08:07:51Z
bd95393005aab70f922db7038fe74aad,sarthak-ux-canvas,maker,claude-sonnet-5,2,Looks made by someone technical but not a professional developer,"'ux-canvas' names a UX design practice, not a developer",1099,49,0.002688,2026-09-13T08:07:54Z
d8e1b658703cda3f999e1bd4ab67e9a1,marswiese-smart-coach,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare personal/product name, no developer or technical role stated",1098,42,0.002616,2026-09-13T08:07:56Z
8d11dc1fd085d7074abbc02326376c68,infomationslip,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or technical descriptors present.",1093,41,0.002596,2026-09-13T08:07:57Z
24a724ffe6fab775bf6361c1167d4679,opgrid-app,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or agency descriptors present.",1094,41,0.002598,2026-09-13T08:07:59Z
2cbfb2579515dc5f98f8137fe200eb2c,bombanova,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no technical or professional indicators present.",1092,40,0.002584,2026-09-13T08:08:01Z
76494da894af09cc2896f71827fac888,chat,maker,claude-sonnet-5,2,Cannot tell from the evidence,Generic name and consulting title give no clear developer or non-developer signal.,1112,46,0.002684,2026-09-13T08:08:03Z
ccadce77b40a0726bb1ee3e41733fa53,wrapture,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or technical descriptor present.",1092,41,0.002594,2026-09-13T08:08:05Z
cc8bb51d1c0bf857974bf2386073e5d0,saai-energy-unleashed,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer, agency, or technical descriptor present.",1098,45,0.002646,2026-09-13T08:08:07Z
35bf3addbe76952095dd0d5c8c618538,springy-crafts-hub,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Generic product name, no developer, agency, or non-coder signals present.",1097,45,0.002644,2026-09-13T08:08:09Z
55dc7ca56c8ed26857ccc80903f41ee7,my-portfolio-hub,maker,claude-sonnet-5,2,Looks made by a professional developer,Page title explicitly describes maker as 'Developer & Creator',1115,45,0.002680,2026-09-13T08:08:11Z
9b7d86a079df69539d6b2461578baef7,radiant-design-refresh,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name; no developer, agency, or technical claim stated.",1097,44,0.002634,2026-09-13T08:14:59Z
2ee3c56273aef05943464dc0bb9874e5,ascend-productivity-suite-main,maker,claude-sonnet-5,2,Cannot tell from the evidence,"""-main"" is export artifact; product name alone gives no maker evidence",1100,48,0.002680,2026-09-13T08:15:01Z
12c4e2a24240730388af7fd6848d750a,hub-complaint-fixer,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name without developer, agency, or non-programmer descriptors.",1098,46,0.002656,2026-09-13T08:15:03Z
6c352f8b2da0b8fd509c16e354f29d62,warm-connect,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer, agency, or technical descriptor present.",1093,45,0.002636,2026-09-13T08:15:04Z
4fde520cb27623333400c1068b5ea9e5,shreebalajicctv,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare business name, no developer or technical signals present.",1096,39,0.002582,2026-09-13T08:15:07Z
dc8cdbc683b1426c34aad279d69767d1,niche-galaxy-portal-view,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no developer or technical role stated.",1100,39,0.002590,2026-09-13T08:15:09Z
4a01f4c5f75738e2d55df3f06e761cd6,saptashringa,maker,claude-sonnet-5,2,Cannot tell from the evidence,Bare name with no technical or professional indicators present.,1093,39,0.002576,2026-09-13T08:15:10Z
41f8a28bac50bd2b27a118045f0c742a,cl-nica-conecta,maker,claude-sonnet-5,2,Cannot tell from the evidence,Bare product/business name gives no clue about maker's technical background.,1097,43,0.002624,2026-09-13T08:15:13Z
37ecb9ced364ecfe3da92507576c1091,kasavilevari,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare name, no descriptive title or professional/technical signals present.",1094,44,0.002628,2026-09-13T08:15:14Z
21facc9deb2c15a0916674aaa6809f1d,interview-coach-ai,maker,claude-sonnet-5,2,Cannot tell from the evidence,"Bare product name, no explicit developer or agency indicators present.",1096,43,0.002622,2026-09-13T08:15:16Z
