repo_id,log_repos,log_followers,log_age,has_bio,one_burst,all_in_corpus,det_score,dan_label,y,coder_label,coder_term,full_score,position
50c599df1b77c1ff9899d3d14e13d8a3,4.219507705176107,2.5649493574615367,6.161207321695077,1.0,1.0,0.0,0.9723099379436424,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.7941852912097709,11
e2e462fa0d886f53dbeeed136b05946f,,,,,0.0,0.0,-0.00596249592815376,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,-0.044333937823197174,12
a17965f5a0d79012a8905cc52313e297,1.3862943611198906,0.0,6.07073772800249,1.0,0.0,0.0,0.41839057504765537,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,0.31939726587035355,13
7f33b91d37323442c1840c55734828fa,3.367295829986474,0.0,4.718498871295094,0.0,1.0,0.0,-0.1458941995336057,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.16427539805644167,14
27c1f3457b556129dfc4d4a7e7216af3,2.0794415416798357,0.0,5.8522024797744745,0.0,0.0,0.0,0.09320052442622366,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,0.040662936766269184,15
025b8bb1ece57463f0e87ba8808fa761,4.6913478822291435,1.3862943611198906,8.14060704285845,1.0,0.0,0.0,1.2948343941429206,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,1.0706348250948665,16
8f6ab492ab77561788873e0e6987cf68,4.59511985013459,0.0,6.834108738813838,1.0,1.0,0.0,0.5833685849524406,Looks made by someone technical but not a professional developer,1,Cannot tell from the evidence,0.0,0.4608069886458837,17
0420e7b3bd77c46111bc31eb4f02cae0,3.4011973816621555,2.0794415416798357,7.124478262493424,0.0,1.0,0.0,0.4226132024276186,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,0.3230166607674648,18
06647ad253baf9bcfc8e5b4b437f42e4,1.3862943611198906,0.0,6.519147287940395,0.0,1.0,0.0,-0.30133978038456116,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.2975144673572606,19
a00d2560ed7d57a6755750029a927022,1.6094379124341003,0.0,5.7745515455444085,0.0,1.0,0.0,-0.32150349409520884,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.3147976505378158,20
9c96b3fb88623f0074b9fca610247d42,3.4657359027997265,1.3862943611198906,7.841885928984623,0.0,1.0,0.0,0.3495112179602808,Looks made by someone technical but not a professional developer,1,Looks made by someone technical but not a professional developer,0.5,0.6525900872146863,21
042649eda305e3b9b16b9cefa4c11b4b,2.6390573296152584,0.0,3.8918202981106265,0.0,1.0,0.0,-0.30655309281378007,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.3019830208680197,22
d0744cb13b2ab3bc58722a70fbc398e0,4.219507705176107,0.0,7.978310969867722,0.0,1.0,0.0,0.20152369241924695,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,0.13351136647457487,23
f2511d77b8ebf2da18dec8da6b540927,3.7376696182833684,0.0,6.066108090103747,0.0,1.0,0.0,0.00028854549188015816,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.03897590232031096,24
6394b1879a488d2f6f6a48c94f9caedb,3.091042453358316,0.6931471805599453,6.142037405587356,0.0,0.0,0.0,0.38880640701553637,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.29403940755710867,25
95d4851e4e02447b2ddf5c74ff682575,1.0986122886681098,0.0,3.828641396489095,0.0,1.0,0.0,-0.529189391474105,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.4928141340054411,26
04117d71e96fc0b93882eeedfc830910,4.499809670330265,0.0,5.796057750765372,0.0,0.0,0.0,0.4322026487340804,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,0.3312361861730035,27
29a515be5549ea68a36a8af4cf8f0de2,4.02535169073515,2.3978952727983707,8.29154650988391,1.0,1.0,0.0,1.0610971711685744,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.8702886339739982,28
2b7948c4faa39585b005828f9052b000,2.1972245773362196,0.0,6.111467339502679,0.0,1.0,0.0,-0.21480023623166344,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.22333771522620546,29
af91a1492a4d9d402b763714c9a39142,3.332204510175204,0.0,5.541263545158426,0.0,0.0,0.0,0.2490640123157021,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,0.17426021210010786,30
bd95393005aab70f922db7038fe74aad,1.6094379124341003,0.0,6.302618975744905,0.0,0.0,0.0,0.05793365754710478,Looks made by someone technical but not a professional developer,1,Looks made by someone technical but not a professional developer,0.5,0.40266646400339257,31
d8e1b658703cda3f999e1bd4ab67e9a1,1.0986122886681098,0.0,1.9459101490553132,0.0,0.0,0.0,-0.3173941581761026,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.3112753626071533,32
8d11dc1fd085d7074abbc02326376c68,1.3862943611198906,0.0,3.9318256327243257,0.0,1.0,0.0,-0.4812567388922014,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.4517290032209523,33
24a724ffe6fab775bf6361c1167d4679,0.6931471805599453,0.0,5.062595033026967,0.0,0.0,1.0,-0.6762680385897143,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.6188815458188205,34
2cbfb2579515dc5f98f8137fe200eb2c,2.4849066497880004,0.0,3.970291913552122,0.0,1.0,0.0,-0.3229356795525787,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.3160252380727043,35
76494da894af09cc2896f71827fac888,2.0794415416798357,0.0,5.159055299214529,0.0,1.0,0.0,-0.29771592919464207,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.29440830919447286,36
ccadce77b40a0726bb1ee3e41733fa53,2.4849066497880004,2.1972245773362196,7.295735072749282,0.0,1.0,0.0,0.3271589266981314,Looks made by someone technical but not a professional developer,1,Cannot tell from the evidence,0.0,0.24119871014219013,37
cc8bb51d1c0bf857974bf2386073e5d0,2.833213344056216,0.0,5.82600010738045,0.0,1.0,0.0,-0.14454715171363616,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.16312078563932492,38
35bf3addbe76952095dd0d5c8c618538,0.6931471805599453,0.0,7.317212408359839,0.0,1.0,1.0,-0.8622030851931483,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.7782544429074782,39
55dc7ca56c8ed26857ccc80903f41ee7,1.3862943611198906,0.0,6.077642243349034,0.0,0.0,0.0,0.01067532098209445,Looks made by a professional developer,1,Looks made by a professional developer,1.0,0.7543915886526088,40
9b7d86a079df69539d6b2461578baef7,4.143134726391533,1.6094379124341003,8.075271546297458,0.0,1.0,0.0,0.5042482041231657,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.3929895193636481,41
2ee3c56273aef05943464dc0bb9874e5,2.1972245773362196,0.0,3.5553480614894135,0.0,0.0,0.0,-0.04983100391156903,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.08193551609469597,42
12c4e2a24240730388af7fd6848d750a,0.6931471805599453,0.0,4.110873864173311,0.0,0.0,1.0,-0.7424487462347352,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.6756078666574099,43
6c352f8b2da0b8fd509c16e354f29d62,1.6094379124341003,0.0,4.976733742420574,0.0,0.0,0.0,-0.03426563975672625,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.06859377539054502,44
4fde520cb27623333400c1068b5ea9e5,3.9318256327243257,1.0986122886681098,3.7612001156935624,1.0,1.0,0.0,0.4851376397561124,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.37660903562045955,45
dc8cdbc683b1426c34aad279d69767d1,2.3978952727983707,0.0,4.74493212836325,0.0,1.0,0.0,-0.2813961730523468,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.2804199467867912,46
4a01f4c5f75738e2d55df3f06e761cd6,2.70805020110221,0.0,7.982757702011113,1.0,1.0,0.0,0.39589213630456527,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.3001128898048477,47
41f8a28bac50bd2b27a118045f0c742a,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-1.0283103517910208,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.9206320999913691,48
37ecb9ced364ecfe3da92507576c1091,,,,,1.0,0.0,-0.00596249592815376,Cannot tell from the evidence,0,Cannot tell from the evidence,0.0,-0.044333937823197174,49
21facc9deb2c15a0916674aaa6809f1d,3.7612001156935624,0.6931471805599453,5.908082938168931,1.0,1.0,0.0,0.5329614066228038,Looks made by a professional developer,1,Cannot tell from the evidence,0.0,0.4176008357919093,50
